"OD750","OD680","Observation_Date_Time"
0.747,1.009,"10/24/2014 9:00:00 AM"
0.163,0.198,"10/25/2014 9:30:00 AM"
0.163,0.198,"10/25/2014 9:30:00 AM"
0.743,1.008,"10/25/2014 9:30:00 AM"
1.077,1.459,"10/25/2014 9:30:00 AM"
0.529,0.727,"10/27/2014 9:00:00 AM"
0.529,0.727,"10/27/2014 9:00:00 AM"
2.145,2.76,"10/27/2014 9:00:00 AM"
2.188,2.868,"10/27/2014 9:00:00 AM"
0.684,0.956,"10/28/2014 9:00:00 AM"
0.684,0.956,"10/28/2014 9:00:00 AM"
2.213,2.81,"10/28/2014 9:00:00 AM"
2.293,2.955,"10/28/2014 9:00:00 AM"
0.828,1.212,"10/29/2014 9:00:00 AM"
0.828,1.212,"10/29/2014 9:00:00 AM"
2.528,3.295,"10/29/2014 9:00:00 AM"
2.845,3.688,"10/29/2014 9:00:00 AM"
0.719,0.976,"10/30/2014 1:30:00 PM"
0.782,1.04,"10/30/2014 1:30:00 PM"
0.74,0.946,"10/30/2014 11:00:00 AM"
0.74,0.946,"10/30/2014 11:00:00 AM"
1.175,1.49,"10/30/2014 9:00:00 AM"
1.175,1.49,"10/30/2014 9:00:00 AM"
2.488,3.223,"10/30/2014 9:00:00 AM"
2.5,3.195,"10/30/2014 9:00:00 AM"
0.983,1.29,"10/31/2014 9:15:00 AM"
0.956,1.293,"10/31/2014 9:15:00 AM"
0.169,0.217,"11/1/2014 9:00:00 AM"
0.169,0.217,"11/1/2014 9:00:00 AM"
1.231,1.651,"11/1/2014 9:00:00 AM"
1.217,1.701,"11/1/2014 9:00:00 AM"
1.07,1.72,"11/10/2014 10:00:00 AM"
1.08,1.8,"11/10/2014 10:00:00 AM"
1.08,1.8,"11/10/2014 10:00:00 AM"
3.125,4.205,"11/10/2014 2:30:00 PM"
1.077,1.461,"11/10/2014 2:45:00 PM"
1.26,2.18,"11/10/2014 3:30:00 PM"
1.26,2.18,"11/10/2014 3:30:00 PM"
3.013,4.058,"11/10/2014 9:00:00 AM"
0.029,0.036,"11/10/2014 9:00:00 AM"
0.029,0.036,"11/10/2014 9:00:00 AM"
0.753,0.993,"11/10/2014 9:00:00 AM"
1.21,2.01,"11/11/2014 10:00:00 AM"
1.31,2.11,"11/11/2014 10:00:00 AM"
1.31,2.11,"11/11/2014 10:00:00 AM"
1.4,2.32,"11/11/2014 3:30:00 PM"
1.4,2.32,"11/11/2014 3:30:00 PM"
1.36,2.24,"11/12/2014 10:00:00 AM"
1.36,2.3,"11/12/2014 10:00:00 AM"
1.36,2.3,"11/12/2014 10:00:00 AM"
1.48,2.49,"11/12/2014 3:30:00 PM"
1.48,2.49,"11/12/2014 3:30:00 PM"
1.58,2.04,"11/12/2014 9:00:00 AM"
0.027,0.031,"11/12/2014 9:00:00 AM"
0.027,0.031,"11/12/2014 9:00:00 AM"
0.625,0.835,"11/12/2014 9:00:00 AM"
1.36,2.28,"11/13/2014 10:00:00 AM"
1.36,2.28,"11/13/2014 10:00:00 AM"
1.4,2.36,"11/13/2014 10:00:00 AM"
1.44,2.38,"11/13/2014 3:30:00 PM"
1.51,2.55,"11/13/2014 3:30:00 PM"
1.51,2.55,"11/13/2014 3:30:00 PM"
0.065,0.081,"11/13/2014 9:00:00 AM"
0.065,0.081,"11/13/2014 9:00:00 AM"
0.612,0.827,"11/13/2014 9:00:00 AM"
1.818,2.38,"11/13/2014 9:00:00 AM"
1.54,2.53,"11/14/2014 10:00:00 AM"
1.58,2.66,"11/14/2014 10:00:00 AM"
1.58,2.66,"11/14/2014 10:00:00 AM"
1.49,2.44,"11/14/2014 3:30:00 PM"
1.52,2.52,"11/14/2014 3:30:00 PM"
1.52,2.52,"11/14/2014 3:30:00 PM"
2.113,2.783,"11/14/2014 9:00:00 AM"
"NA","NA","11/15/2014 10:00:00 AM"
"NA","NA","11/15/2014 10:00:00 AM"
"NA","NA","11/15/2014 10:00:00 AM"
2.103,2.895,"11/15/2014 9:00:00 AM"
"NA","NA","11/16/2014 10:00:00 AM"
"NA","NA","11/16/2014 10:00:00 AM"
"NA","NA","11/16/2014 10:00:00 AM"
2.125,2.898,"11/16/2014 9:00:00 AM"
1.65,2.69,"11/17/2014 3:30:00 PM"
1.67,2.74,"11/17/2014 3:30:00 PM"
1.67,2.74,"11/17/2014 3:30:00 PM"
2.103,2.848,"11/17/2014 9:00:00 AM"
1.7,2.72,"11/18/2014 3:30:00 PM"
1.76,2.84,"11/18/2014 3:30:00 PM"
1.76,2.84,"11/18/2014 3:30:00 PM"
0.098,0.132,"11/18/2014 9:00:00 AM"
0.098,0.132,"11/18/2014 9:00:00 AM"
1.77,2.388,"11/18/2014 9:00:00 AM"
1.72,2.75,"11/19/2014 10:00:00 AM"
1.7,2.78,"11/19/2014 10:00:00 AM"
1.7,2.78,"11/19/2014 10:00:00 AM"
1.79,2.9,"11/19/2014 3:30:00 PM"
1.81,2.93,"11/19/2014 3:30:00 PM"
1.81,2.93,"11/19/2014 3:30:00 PM"
0.102,0.144,"11/19/2014 9:00:00 AM"
0.102,0.144,"11/19/2014 9:00:00 AM"
1.683,2.295,"11/19/2014 9:00:00 AM"
0.089,0.118,"11/2/2014 9:15:00 AM"
0.089,0.118,"11/2/2014 9:15:00 AM"
1.459,2.008,"11/2/2014 9:15:00 AM"
1.527,2.211,"11/2/2014 9:15:00 AM"
1.74,2.84,"11/20/2014 10:00:00 AM"
1.83,2.99,"11/20/2014 10:00:00 AM"
1.83,2.99,"11/20/2014 10:00:00 AM"
1.89,3.09,"11/20/2014 3:30:00 PM"
1.97,3.2,"11/20/2014 3:30:00 PM"
1.97,3.2,"11/20/2014 3:30:00 PM"
0.116,0.164,"11/20/2014 9:00:00 AM"
0.116,0.164,"11/20/2014 9:00:00 AM"
1.63,2.238,"11/20/2014 9:00:00 AM"
1.96,3.27,"11/21/2014 10:00:00 AM"
1.96,3.27,"11/21/2014 10:00:00 AM"
1.9,3.11,"11/21/2014 10:00:00 AM"
2.07,3.38,"11/21/2014 3:30:00 PM"
2.07,3.38,"11/21/2014 3:30:00 PM"
2.07,3.38,"11/21/2014 3:30:00 PM"
1.538,2.11,"11/21/2014 9:00:00 AM"
"NA","NA","11/22/2014 10:00:00 AM"
"NA","NA","11/22/2014 10:00:00 AM"
"NA","NA","11/22/2014 10:00:00 AM"
"NA","NA","11/23/2014 10:00:00 AM"
"NA","NA","11/23/2014 10:00:00 AM"
"NA","NA","11/23/2014 10:00:00 AM"
2.37,3.82,"11/24/2014 10:00:00 AM"
2.37,3.82,"11/24/2014 10:00:00 AM"
2.41,3.96,"11/24/2014 10:00:00 AM"
0.46,0.601,"11/24/2014 2:45:00 PM"
2.4,3.91,"11/24/2014 3:30:00 PM"
2.4,3.91,"11/24/2014 3:30:00 PM"
2.59,4.2,"11/24/2014 3:30:00 PM"
1.558,2.063,"11/24/2014 9:00:00 AM"
0.87,1.43,"11/25/2014 1:00:00 PM"
0.93,1.5,"11/25/2014 1:00:00 PM"
0.93,1.5,"11/25/2014 1:00:00 PM"
2.41,3.91,"11/25/2014 10:00:00 AM"
2.41,3.91,"11/25/2014 10:00:00 AM"
2.56,4.17,"11/25/2014 10:00:00 AM"
0.94,1.53,"11/25/2014 3:30:00 PM"
0.94,1.53,"11/25/2014 3:30:00 PM"
0.93,1.49,"11/25/2014 3:30:00 PM"
0.496,0.636,"11/25/2014 9:00:00 AM"
0.9,1.48,"11/26/2014 10:00:00 AM"
0.89,1.49,"11/26/2014 10:00:00 AM"
0.89,1.49,"11/26/2014 10:00:00 AM"
"NA","NA","11/27/2014 10:00:00 AM"
"NA","NA","11/27/2014 10:00:00 AM"
"NA","NA","11/27/2014 10:00:00 AM"
"NA","NA","11/28/2014 10:00:00 AM"
"NA","NA","11/28/2014 10:00:00 AM"
"NA","NA","11/29/2014 1:00:00 AM"
"NA","NA","11/29/2014 10:00:00 AM"
"NA","NA","11/29/2014 10:00:00 AM"
2.133,2.818,"11/3/2014 9:00:00 AM"
2.158,2.755,"11/3/2014 9:00:00 AM"
0.054,0.073,"11/3/2014 9:00:00 AM"
0.054,0.073,"11/3/2014 9:00:00 AM"
"NA","NA","11/30/2014 10:00:00 AM"
"NA","NA","11/30/2014 10:00:00 AM"
"NA","NA","11/30/2014 10:30:00 AM"
0.065,0.08,"11/4/2014 9:00:00 AM"
0.065,0.08,"11/4/2014 9:00:00 AM"
1.835,2.328,"11/4/2014 9:00:00 AM"
1.77,2.368,"11/4/2014 9:00:00 AM"
1.658,2.105,"11/5/2014 9:00:00 AM"
1.778,2.33,"11/5/2014 9:00:00 AM"
0.061,0.074,"11/5/2014 9:00:00 AM"
0.061,0.074,"11/5/2014 9:00:00 AM"
0.61,0.92,"11/6/2014 3:30:00 PM"
0.64,0.98,"11/6/2014 3:30:00 PM"
0.64,0.98,"11/6/2014 3:30:00 PM"
0.073,0.086,"11/6/2014 9:00:00 AM"
0.073,0.086,"11/6/2014 9:00:00 AM"
1.655,2.093,"11/6/2014 9:00:00 AM"
2.033,2.68,"11/6/2014 9:00:00 AM"
0.61,0.93,"11/7/2014 10:00:00 AM"
0.61,0.95,"11/7/2014 10:00:00 AM"
0.61,0.95,"11/7/2014 10:00:00 AM"
0.67,1.08,"11/7/2014 3:30:00 PM"
0.67,1.08,"11/7/2014 3:30:00 PM"
1.34,1.69,"11/7/2014 9:00:00 AM"
2.39,3.13,"11/7/2014 9:00:00 AM"
0.049,0.055,"11/7/2014 9:00:00 AM"
0.049,0.055,"11/7/2014 9:00:00 AM"
"NA","NA","11/8/2014 10:00:00 AM"
"NA","NA","11/8/2014 10:00:00 AM"
"NA","NA","11/8/2014 10:00:00 AM"
"NA","NA","11/9/2014 10:00:00 AM"
"NA","NA","11/9/2014 10:00:00 AM"
"NA","NA","11/9/2014 10:00:00 AM"
1.63,2.69,"12/1/2014 10:00:00 AM"
1.6,2.68,"12/1/2014 10:00:00 AM"
1.6,2.68,"12/1/2014 10:00:00 AM"
1.73,2.81,"12/1/2014 3:30:00 PM"
1.73,2.83,"12/1/2014 3:30:00 PM"
1.73,2.83,"12/1/2014 3:30:00 PM"
2.89,4.69,"12/10/2014 10:00:00 AM"
2.96,4.81,"12/10/2014 10:00:00 AM"
2.96,4.81,"12/10/2014 10:00:00 AM"
3.16,5.11,"12/10/2014 3:00:00 PM"
3.16,5.11,"12/10/2014 3:00:00 PM"
3.02,4.82,"12/10/2014 3:30:00 PM"
3.03,4.86,"12/11/2014 10:00:00 AM"
3.13,5.1,"12/11/2014 10:00:00 AM"
3.13,5.1,"12/11/2014 10:00:00 AM"
3.16,5.07,"12/11/2014 3:30:00 PM"
3.16,5.07,"12/11/2014 3:30:00 PM"
3.29,5.33,"12/11/2014 3:30:00 PM"
3.29,5.33,"12/11/2014 3:30:00 PM"
3.18,5.11,"12/12/2014 10:00:00 AM"
3.26,5.32,"12/12/2014 10:00:00 AM"
3.26,5.32,"12/12/2014 10:00:00 AM"
3.2,5.11,"12/12/2014 3:30:00 PM"
3.44,5.45,"12/12/2014 3:30:00 PM"
3.44,5.45,"12/12/2014 3:30:00 PM"
0.339,0.461,"12/16/2014 2:30:00 PM"
0.339,0.461,"12/16/2014 2:30:00 PM"
0.339,0.461,"12/16/2014 2:30:00 PM"
0.341,0.468,"12/16/2014 2:30:00 PM"
0.341,0.468,"12/16/2014 2:30:00 PM"
0.339,0.461,"12/16/2014 3:30:00 PM"
0.355,0.487,"12/17/2014 10:00:00 AM"
0.353,0.485,"12/17/2014 9:00:00 AM"
0.353,0.485,"12/17/2014 9:00:00 AM"
0.355,0.487,"12/17/2014 9:00:00 AM"
0.355,0.487,"12/17/2014 9:00:00 AM"
0.355,0.487,"12/17/2014 9:00:00 AM"
0.369,0.505,"12/18/2014 10:00:00 AM"
0.371,0.506,"12/18/2014 10:00:00 AM"
0.369,0.505,"12/18/2014 9:00:00 AM"
0.369,0.505,"12/18/2014 9:00:00 AM"
0.371,0.506,"12/18/2014 9:00:00 AM"
0.371,0.506,"12/18/2014 9:00:00 AM"
0.371,0.506,"12/18/2014 9:00:00 AM"
0.423,0.589,"12/19/2014 10:00:00 AM"
0.426,0.592,"12/19/2014 10:00:00 AM"
0.423,0.589,"12/19/2014 9:00:00 AM"
0.423,0.589,"12/19/2014 9:00:00 AM"
0.426,0.592,"12/19/2014 9:00:00 AM"
0.426,0.592,"12/19/2014 9:00:00 AM"
0.426,0.592,"12/19/2014 9:00:00 AM"
1.88,3.06,"12/2/2014 3:30:00 PM"
1.84,3,"12/2/2014 3:30:00 PM"
1.84,3,"12/2/2014 3:30:00 PM"
0.528,0,"12/22/2014 10:00:00 AM"
0.528,0,"12/22/2014 10:00:00 AM"
0.528,0,"12/22/2014 10:00:00 AM"
0.515,0,"12/22/2014 10:00:00 AM"
0.515,0,"12/22/2014 10:00:00 AM"
0.528,0,"12/22/2014 11:00:00 AM"
0.541,0.779,"12/23/2014 10:00:00 AM"
0.553,0.796,"12/23/2014 10:00:00 AM"
0.541,0.779,"12/23/2014 9:00:00 AM"
0.541,0.779,"12/23/2014 9:00:00 AM"
0.553,0.796,"12/23/2014 9:00:00 AM"
0.553,0.796,"12/23/2014 9:00:00 AM"
0.553,0.796,"12/23/2014 9:00:00 AM"
0.577,0.782,"12/24/2014 10:00:00 AM"
"NA","NA","12/24/2014 9:00:00 AM"
"NA","NA","12/24/2014 9:00:00 AM"
"NA","NA","12/24/2014 9:00:00 AM"
"NA","NA","12/24/2014 9:00:00 AM"
"NA","NA","12/24/2014 9:00:00 AM"
0.678,0.916,"12/26/2014 11:30:00 AM"
0.678,0.916,"12/26/2014 11:30:00 AM"
0.701,1,"12/26/2014 11:30:00 AM"
0.701,1,"12/26/2014 11:30:00 AM"
0.701,1,"12/26/2014 11:30:00 AM"
0.678,0.916,"12/26/2014 12:30:00 PM"
0.701,1,"12/26/2014 12:30:00 PM"
0.544,0.763,"12/27/2014 1:00:00 PM"
0.548,0.77,"12/27/2014 1:00:00 PM"
0.544,0.763,"12/27/2014 12:00:00 PM"
0.544,0.763,"12/27/2014 12:00:00 PM"
0.544,0.763,"12/27/2014 12:00:00 PM"
0.548,0.77,"12/27/2014 12:00:00 PM"
0.548,0.77,"12/27/2014 12:00:00 PM"
0.533,0.747,"12/29/2014 10:00:00 AM"
0.541,0.762,"12/29/2014 10:00:00 AM"
0.541,0.762,"12/29/2014 9:00:00 AM"
0.541,0.762,"12/29/2014 9:00:00 AM"
0.533,0.747,"12/29/2014 9:00:00 AM"
0.541,0.762,"12/29/2014 9:00:00 AM"
0.533,0.747,"12/29/2014 9:00:00 AM"
1.82,3.01,"12/3/2014 10:00:00 AM"
1.86,3.02,"12/3/2014 10:00:00 AM"
1.86,3.02,"12/3/2014 10:00:00 AM"
1.99,3.25,"12/3/2014 3:30:00 PM"
2,3.27,"12/3/2014 3:30:00 PM"
2,3.27,"12/3/2014 3:30:00 PM"
0.596,0.833,"12/30/2014 10:00:00 AM"
0.607,0.847,"12/30/2014 10:00:00 AM"
0.596,0.833,"12/30/2014 9:00:00 AM"
0.596,0.833,"12/30/2014 9:00:00 AM"
0.607,0.847,"12/30/2014 9:00:00 AM"
0.607,0.847,"12/30/2014 9:00:00 AM"
0.607,0.847,"12/30/2014 9:00:00 AM"
0.611,0.861,"12/31/2014 10:00:00 AM"
0.628,0.888,"12/31/2014 10:00:00 AM"
0.611,0.861,"12/31/2014 9:00:00 AM"
0.611,0.861,"12/31/2014 9:00:00 AM"
0.628,0.888,"12/31/2014 9:00:00 AM"
0.628,0.888,"12/31/2014 9:00:00 AM"
0.628,0.888,"12/31/2014 9:00:00 AM"
1.96,3.19,"12/4/2014 10:00:00 AM"
2.03,3.31,"12/4/2014 10:00:00 AM"
2.03,3.31,"12/4/2014 10:00:00 AM"
2.13,3.51,"12/4/2014 3:30:00 PM"
2.13,3.51,"12/4/2014 3:30:00 PM"
2.15,3.53,"12/4/2014 3:30:00 PM"
2.12,3.52,"12/5/2014 1:00:00 AM"
2.17,3.58,"12/5/2014 10:00:00 AM"
2.17,3.58,"12/5/2014 10:00:00 AM"
2.38,3.88,"12/5/2014 3:30:00 PM"
2.36,3.89,"12/5/2014 3:30:00 PM"
2.36,3.89,"12/5/2014 3:30:00 PM"
"NA","NA","12/6/2014 10:00:00 AM"
"NA","NA","12/7/2014 10:00:00 AM"
"NA","NA","12/7/2014 10:00:00 AM"
"NA","NA","12/7/2014 10:00:00 AM"
2.73,4.45,"12/8/2014 10:00:00 AM"
2.73,4.45,"12/8/2014 10:00:00 AM"
2.67,4.3,"12/8/2014 10:00:00 AM"
2.81,4.54,"12/8/2014 10:00:00 AM"
2.74,4.47,"12/8/2014 3:30:00 PM"
2.82,4.63,"12/8/2014 3:30:00 PM"
2.82,4.63,"12/8/2014 3:30:00 PM"
2.87,4.69,"12/9/2014 10:00:00 AM"
2.87,4.69,"12/9/2014 10:00:00 AM"
2.86,4.7,"12/9/2014 3:30:00 PM"
2.98,4.88,"12/9/2014 3:30:00 PM"
2.98,4.88,"12/9/2014 3:30:00 PM"
"NA","NA","2/1/2015 9:00:00 AM"
"NA","NA","2/1/2015 9:00:00 AM"
"NA","NA","2/1/2015 9:00:00 AM"
"NA","NA","2/1/2015 9:00:00 AM"
"NA","NA","2/1/2015 9:00:00 AM"
"NA","NA","2/1/2015 9:00:00 AM"
1.297,1.815,"2/10/2015 10:00:00 AM"
1.374,1.916,"2/10/2015 10:00:00 AM"
1.582,2.295,"2/10/2015 10:00:00 AM"
2.49,2.49,"2/10/2015 12:00:00 AM"
2.724,2.724,"2/10/2015 12:00:00 AM"
2.718,2.718,"2/10/2015 12:00:00 AM"
3.06,3.06,"2/10/2015 12:00:00 AM"
0.68,1.04,"2/10/2015 2:30:00 PM"
0.84,1.27,"2/10/2015 2:30:00 PM"
0.89,1.36,"2/10/2015 2:30:00 PM"
1.79,2.91,"2/10/2015 2:30:00 PM"
1.83,2.98,"2/10/2015 2:30:00 PM"
1.92,3.12,"2/10/2015 2:30:00 PM"
0.49,0.8,"2/10/2015 9:00:00 AM"
0.68,1.06,"2/10/2015 9:00:00 AM"
0.63,1.08,"2/10/2015 9:00:00 AM"
1.6,2.63,"2/10/2015 9:00:00 AM"
1.39,2.35,"2/10/2015 9:00:00 AM"
1.59,2.65,"2/10/2015 9:00:00 AM"
1.297,1.815,"2/10/2015 9:00:00 AM"
1.297,1.815,"2/10/2015 9:00:00 AM"
1.374,1.916,"2/10/2015 9:00:00 AM"
1.374,1.916,"2/10/2015 9:00:00 AM"
1.374,1.916,"2/10/2015 9:00:00 AM"
1.582,2.295,"2/10/2015 9:00:00 AM"
1.582,2.295,"2/10/2015 9:00:00 AM"
1.306,1.802,"2/11/2015 10:00:00 AM"
1.417,1.969,"2/11/2015 10:00:00 AM"
1.637,2.381,"2/11/2015 10:00:00 AM"
2.574,2.574,"2/11/2015 12:00:00 AM"
2.814,2.814,"2/11/2015 12:00:00 AM"
2.766,2.766,"2/11/2015 12:00:00 AM"
3.078,3.078,"2/11/2015 12:00:00 AM"
0.7,1.05,"2/11/2015 2:30:00 PM"
0.91,1.36,"2/11/2015 2:30:00 PM"
0.88,1.41,"2/11/2015 2:30:00 PM"
1.86,3.11,"2/11/2015 2:30:00 PM"
2.01,3.29,"2/11/2015 2:30:00 PM"
2.13,3.48,"2/11/2015 2:30:00 PM"
0.66,1.02,"2/11/2015 9:00:00 AM"
1.306,1.802,"2/11/2015 9:00:00 AM"
1.306,1.802,"2/11/2015 9:00:00 AM"
0.79,1.27,"2/11/2015 9:00:00 AM"
1.417,1.969,"2/11/2015 9:00:00 AM"
1.417,1.969,"2/11/2015 9:00:00 AM"
1.417,1.969,"2/11/2015 9:00:00 AM"
0.83,1.37,"2/11/2015 9:00:00 AM"
1.637,2.381,"2/11/2015 9:00:00 AM"
1.637,2.381,"2/11/2015 9:00:00 AM"
1.9,3.13,"2/11/2015 9:00:00 AM"
1.72,2.84,"2/11/2015 9:00:00 AM"
1.9,3.14,"2/11/2015 9:00:00 AM"
1.447,2.048,"2/12/2015 10:00:00 AM"
1.547,2.2,"2/12/2015 10:00:00 AM"
1.775,2.7,"2/12/2015 10:00:00 AM"
2.682,2.682,"2/12/2015 12:00:00 AM"
2.844,2.844,"2/12/2015 12:00:00 AM"
2.928,2.928,"2/12/2015 12:00:00 AM"
3.138,3.138,"2/12/2015 12:00:00 AM"
0.73,1.11,"2/12/2015 2:30:00 PM"
0.9,1.38,"2/12/2015 2:30:00 PM"
0.87,1.4,"2/12/2015 2:30:00 PM"
2.01,3.31,"2/12/2015 2:30:00 PM"
2.09,3.41,"2/12/2015 2:30:00 PM"
2.22,3.61,"2/12/2015 2:30:00 PM"
0.67,1.04,"2/12/2015 9:00:00 AM"
0.81,1.27,"2/12/2015 9:00:00 AM"
0.85,1.39,"2/12/2015 9:00:00 AM"
1.82,3.02,"2/12/2015 9:00:00 AM"
1.98,3.28,"2/12/2015 9:00:00 AM"
2.05,3.38,"2/12/2015 9:00:00 AM"
1.447,2.048,"2/12/2015 9:00:00 AM"
1.447,2.048,"2/12/2015 9:00:00 AM"
1.547,2.2,"2/12/2015 9:00:00 AM"
1.547,2.2,"2/12/2015 9:00:00 AM"
1.547,2.2,"2/12/2015 9:00:00 AM"
1.775,2.7,"2/12/2015 9:00:00 AM"
1.775,2.7,"2/12/2015 9:00:00 AM"
1.503,1.933,"2/13/2015 10:00:00 AM"
1.61,2.065,"2/13/2015 10:00:00 AM"
2.073,2.75,"2/13/2015 10:00:00 AM"
2.59,2.59,"2/13/2015 12:00:00 AM"
3.06,3.06,"2/13/2015 12:00:00 AM"
2.77,2.77,"2/13/2015 12:00:00 AM"
3.5,3.5,"2/13/2015 12:00:00 AM"
0.68,1.01,"2/13/2015 2:30:00 PM"
1,1.54,"2/13/2015 2:30:00 PM"
1.01,1.57,"2/13/2015 2:30:00 PM"
2.23,3.68,"2/13/2015 2:30:00 PM"
2.22,3.69,"2/13/2015 2:30:00 PM"
2.44,4.01,"2/13/2015 2:30:00 PM"
0.75,1.11,"2/13/2015 9:00:00 AM"
1.503,1.933,"2/13/2015 9:00:00 AM"
0.91,1.43,"2/13/2015 9:00:00 AM"
1.503,1.933,"2/13/2015 9:00:00 AM"
1.61,2.065,"2/13/2015 9:00:00 AM"
1.61,2.065,"2/13/2015 9:00:00 AM"
1.61,2.065,"2/13/2015 9:00:00 AM"
0.92,1.45,"2/13/2015 9:00:00 AM"
2.073,2.75,"2/13/2015 9:00:00 AM"
2.073,2.75,"2/13/2015 9:00:00 AM"
2.19,3.56,"2/13/2015 9:00:00 AM"
2.01,3.29,"2/13/2015 9:00:00 AM"
2.22,3.63,"2/13/2015 9:00:00 AM"
1.457,2.039,"2/14/2015 10:00:00 AM"
1.567,2.183,"2/14/2015 10:00:00 AM"
1.986,2.724,"2/14/2015 10:00:00 AM"
"NA","NA","2/14/2015 9:00:00 AM"
"NA","NA","2/14/2015 9:00:00 AM"
"NA","NA","2/14/2015 9:00:00 AM"
"NA","NA","2/14/2015 9:00:00 AM"
"NA","NA","2/14/2015 9:00:00 AM"
"NA","NA","2/14/2015 9:00:00 AM"
1.457,2.039,"2/14/2015 9:00:00 AM"
1.457,2.039,"2/14/2015 9:00:00 AM"
1.567,2.183,"2/14/2015 9:00:00 AM"
1.567,2.183,"2/14/2015 9:00:00 AM"
1.567,2.183,"2/14/2015 9:00:00 AM"
1.986,2.724,"2/14/2015 9:00:00 AM"
1.986,2.724,"2/14/2015 9:00:00 AM"
0.794,1.154,"2/15/2015 2:00:00 PM"
0.794,1.154,"2/15/2015 2:00:00 PM"
0.794,1.154,"2/15/2015 3:00:00 PM"
"NA","NA","2/15/2015 9:00:00 AM"
"NA","NA","2/15/2015 9:00:00 AM"
"NA","NA","2/15/2015 9:00:00 AM"
"NA","NA","2/15/2015 9:00:00 AM"
"NA","NA","2/15/2015 9:00:00 AM"
"NA","NA","2/15/2015 9:00:00 AM"
0.985,1.267,"2/16/2015 10:20:00 AM"
1.663,2.07,"2/16/2015 10:20:00 AM"
1.803,2.223,"2/16/2015 10:20:00 AM"
3.01,3.01,"2/16/2015 12:00:00 AM"
3.18,3.18,"2/16/2015 12:00:00 AM"
3.27,3.27,"2/16/2015 12:00:00 AM"
3.23,3.23,"2/16/2015 12:00:00 AM"
1.01,1.55,"2/16/2015 2:30:00 PM"
1.22,1.85,"2/16/2015 2:30:00 PM"
1.25,1.96,"2/16/2015 2:30:00 PM"
2.62,4.36,"2/16/2015 2:30:00 PM"
