"OD750","OD680","Observation_Date_Time"
1.303,1.735,"3/18/2015 9:00:00 AM"
1.691,2.411,"3/18/2015 9:00:00 AM"
0.088,0.098,"3/18/2015 9:00:00 AM"
1.303,1.735,"3/18/2015 9:00:00 AM"
1.691,2.411,"3/18/2015 9:00:00 AM"
1.691,2.411,"3/18/2015 9:00:00 AM"
0.087,0.095,"3/19/2015 9:00:00 AM"
1.4,1.785,"3/19/2015 9:00:00 AM"
1.4,1.785,"3/19/2015 9:00:00 AM"
1.902,2.543,"3/19/2015 9:00:00 AM"
1.902,2.543,"3/19/2015 9:00:00 AM"
1.902,2.543,"3/19/2015 9:00:00 AM"
0.56,0.81,"3/2/2015 2:30:00 PM"
0.6,0.88,"3/2/2015 2:30:00 PM"
0.6,0.88,"3/2/2015 2:30:00 PM"
1.99,3.12,"3/2/2015 2:30:00 PM"
2.13,3.33,"3/2/2015 2:30:00 PM"
2.15,3.36,"3/2/2015 2:30:00 PM"
1.86,2.99,"3/2/2015 9:00:00 AM"
2.06,3.26,"3/2/2015 9:00:00 AM"
2.08,3.31,"3/2/2015 9:00:00 AM"
0.332,0.413,"3/2/2015 9:00:00 AM"
1.094,1.431,"3/2/2015 9:00:00 AM"
1.094,1.431,"3/2/2015 9:00:00 AM"
1.12,1.47,"3/2/2015 9:00:00 AM"
1.12,1.47,"3/2/2015 9:00:00 AM"
1.12,1.47,"3/2/2015 9:00:00 AM"
0.083,0.595,"3/20/2015 9:00:00 AM"
1.425,2.585,"3/20/2015 9:00:00 AM"
1.425,2.585,"3/20/2015 9:00:00 AM"
1.943,2.663,"3/20/2015 9:00:00 AM"
1.943,2.663,"3/20/2015 9:00:00 AM"
1.943,2.663,"3/20/2015 9:00:00 AM"
0.047,0.055,"3/21/2015 9:30:00 AM"
1.392,1.815,"3/21/2015 9:30:00 AM"
1.928,2.675,"3/21/2015 9:30:00 AM"
1.3,"NA","3/22/2015 3:02:06 PM"
1.515,1.91,"3/23/2015 2:30:00 PM"
2.172,2.922,"3/23/2015 2:30:00 PM"
0.331,0.395,"3/23/2015 2:30:00 PM"
1.3,"NA","3/23/2015 2:48:29 PM"
1.5,"NA","3/23/2015 2:51:29 PM"
0.797,0.983,"3/23/2015 3:10:00 PM"
0.243,0.303,"3/23/2015 9:00:00 AM"
1.446,1.847,"3/23/2015 9:00:00 AM"
2.079,2.808,"3/23/2015 9:00:00 AM"
1.2,"NA","3/24/2015 2:51:46 PM"
0.312,0.4,"3/24/2015 9:00:00 AM"
0.902,1.122,"3/24/2015 9:00:00 AM"
1.467,1.859,"3/24/2015 9:00:00 AM"
0.452,0.56,"3/25/2015 11:10:00 AM"
1.45,"NA","3/25/2015 3:02:27 PM"
0.401,0.534,"3/25/2015 9:00:00 AM"
1.025,1.284,"3/25/2015 9:00:00 AM"
1.452,1.826,"3/25/2015 9:00:00 AM"
1.35,"NA","3/26/2015 3:02:37 PM"
0.475,0.589,"3/26/2015 9:00:00 AM"
0.554,0.793,"3/26/2015 9:00:00 AM"
1.152,1.451,"3/26/2015 9:00:00 AM"
0.49,0.624,"3/27/2015 9:00:00 AM"
0.765,1.144,"3/27/2015 9:00:00 AM"
1.233,1.566,"3/27/2015 9:00:00 AM"
0.622,0.788,"3/28/2015 9:15:00 AM"
0.872,1.229,"3/28/2015 9:15:00 AM"
1.318,1.733,"3/28/2015 9:15:00 AM"
0.63,0.88,"3/3/2015 2:30:00 PM"
0.63,0.88,"3/3/2015 2:30:00 PM"
0.64,0.9,"3/3/2015 2:30:00 PM"
2.17,3.37,"3/3/2015 2:30:00 PM"
2.14,3.37,"3/3/2015 2:30:00 PM"
2.32,3.66,"3/3/2015 2:30:00 PM"
1.98,3.15,"3/3/2015 9:00:00 AM"
2.15,3.37,"3/3/2015 9:00:00 AM"
2.2,3.44,"3/3/2015 9:00:00 AM"
0.66,0.93,"3/3/2015 9:00:00 AM"
0.66,0.93,"3/3/2015 9:00:00 AM"
0.63,0.93,"3/3/2015 9:00:00 AM"
1.141,1.469,"3/3/2015 9:00:00 AM"
1.141,1.469,"3/3/2015 9:00:00 AM"
1.144,1.482,"3/3/2015 9:00:00 AM"
1.144,1.482,"3/3/2015 9:00:00 AM"
1.144,1.482,"3/3/2015 9:00:00 AM"
0.846,1.085,"3/30/2015 9:00:00 AM"
1.206,1.656,"3/30/2015 9:00:00 AM"
1.565,2.001,"3/30/2015 9:00:00 AM"
1.374,1.809,"3/31/2015 9:00:00 AM"
0.893,1.166,"3/31/2015 9:00:00 AM"
1.571,2.01,"3/31/2015 9:00:00 AM"
0.65,0.98,"3/4/2015 2:30:00 PM"
0.65,0.98,"3/4/2015 2:30:00 PM"
0.72,1.07,"3/4/2015 2:30:00 PM"
2.09,3.35,"3/4/2015 2:30:00 PM"
2.09,3.35,"3/4/2015 2:30:00 PM"
2.26,3.67,"3/4/2015 2:30:00 PM"
2.01,3.23,"3/4/2015 9:00:00 AM"
2.21,3.51,"3/4/2015 9:00:00 AM"
2.33,3.72,"3/4/2015 9:00:00 AM"
0.7,0.98,"3/4/2015 9:00:00 AM"
0.7,0.98,"3/4/2015 9:00:00 AM"
0.74,0.99,"3/4/2015 9:00:00 AM"
1.244,1.632,"3/4/2015 9:00:00 AM"
1.244,1.632,"3/4/2015 9:00:00 AM"
1.274,1.684,"3/4/2015 9:00:00 AM"
1.274,1.684,"3/4/2015 9:00:00 AM"
1.274,1.684,"3/4/2015 9:00:00 AM"
1.89,2.96,"3/5/2015 2:30:00 PM"
1.89,3.02,"3/5/2015 2:30:00 PM"
2.04,3.24,"3/5/2015 2:30:00 PM"
0.71,1,"3/5/2015 9:00:00 AM"
0.71,1,"3/5/2015 9:00:00 AM"
0.71,1.09,"3/5/2015 9:00:00 AM"
1.346,1.786,"3/5/2015 9:00:00 AM"
1.346,1.786,"3/5/2015 9:00:00 AM"
1.346,1.786,"3/5/2015 9:00:00 AM"
1.297,1.712,"3/5/2015 9:50:00 AM"
1.297,1.712,"3/5/2015 9:50:00 AM"
1.93,3.11,"3/6/2015 2:30:00 PM"
1.94,3.13,"3/6/2015 2:30:00 PM"
2.05,3.29,"3/6/2015 2:30:00 PM"
0.62,0.94,"3/6/2015 9:00:00 AM"
0.62,0.94,"3/6/2015 9:00:00 AM"
0.63,0.96,"3/6/2015 9:00:00 AM"
1.416,1.923,"3/6/2015 9:00:00 AM"
1.416,1.923,"3/6/2015 9:00:00 AM"
1.499,2.048,"3/6/2015 9:00:00 AM"
1.499,2.048,"3/6/2015 9:00:00 AM"
1.499,2.048,"3/6/2015 9:00:00 AM"
"NA","NA","3/7/2015 2:30:00 PM"
"NA","NA","3/7/2015 2:30:00 PM"
"NA","NA","3/7/2015 2:30:00 PM"
0.64,0.97,"3/7/2015 9:00:00 AM"
0.67,0.99,"3/7/2015 9:00:00 AM"
0.68,1,"3/7/2015 9:00:00 AM"
"NA","NA","3/7/2015 9:00:00 AM"
"NA","NA","3/7/2015 9:00:00 AM"
"NA","NA","3/7/2015 9:00:00 AM"
1.694,2.198,"3/7/2015 9:00:00 AM"
1.694,2.198,"3/7/2015 9:00:00 AM"
1.868,2.474,"3/7/2015 9:00:00 AM"
1.868,2.474,"3/7/2015 9:00:00 AM"
1.868,2.474,"3/7/2015 9:00:00 AM"
"NA","NA","3/8/2015 2:30:00 PM"
"NA","NA","3/8/2015 2:30:00 PM"
"NA","NA","3/8/2015 9:00:00 AM"
"NA","NA","3/8/2015 9:00:00 AM"
"NA","NA","3/8/2015 9:00:00 AM"
1.58,1.973,"3/9/2015 1:50:00 PM"
1.58,1.973,"3/9/2015 1:50:00 PM"
1.758,2.21,"3/9/2015 1:50:00 PM"
1.758,2.21,"3/9/2015 1:50:00 PM"
1.758,2.21,"3/9/2015 1:50:00 PM"
0.7,1.14,"3/9/2015 2:30:00 PM"
0.71,1.14,"3/9/2015 2:30:00 PM"
0.79,1.2,"3/9/2015 2:30:00 PM"
2.17,3.7,"3/9/2015 2:30:00 PM"
2.29,3.79,"3/9/2015 2:30:00 PM"
2.33,3.9,"3/9/2015 2:30:00 PM"
"NA","NA","3/9/2015 2:50:00 PM"
0.793,1.077,"3/9/2015 3:30:00 PM"
0.793,1.077,"3/9/2015 3:30:00 PM"
0.827,1.134,"3/9/2015 3:30:00 PM"
0.827,1.134,"3/9/2015 3:30:00 PM"
0.827,1.134,"3/9/2015 3:30:00 PM"
1.505,1.88,"3/9/2015 9:00:00 AM"
1.505,1.88,"3/9/2015 9:00:00 AM"
1.69,2.133,"3/9/2015 9:00:00 AM"
1.69,2.133,"3/9/2015 9:00:00 AM"
1.69,2.133,"3/9/2015 9:00:00 AM"
2.24,3.6,"3/9/2015 9:00:00 AM"
2.16,3.49,"3/9/2015 9:00:00 AM"
2.17,3.54,"3/9/2015 9:00:00 AM"
1.119,1.425,"4/1/2015 3:20:00 PM"
1.547,1.917,"4/1/2015 3:20:00 PM"
1.37,1.883,"4/1/2015 9:00:00 AM"
1.023,1.337,"4/1/2015 9:00:00 AM"
1.532,1.944,"4/1/2015 9:00:00 AM"
1.65,1.81,"4/10/2015 12:30:00 PM"
0.878,1.059,"4/10/2015 4:40:00 PM"
1.463,1.78,"4/10/2015 9:00:00 AM"
0.225,0.294,"4/10/2015 9:00:00 AM"
0.241,0.313,"4/10/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.46,0.643,"4/11/2015 9:00:00 AM"
0.497,0.702,"4/11/2015 9:00:00 AM"
0.497,0.702,"4/11/2015 9:00:00 AM"
0.668,0.821,"4/11/2015 9:00:00 AM"
0.783,1.084,"4/13/2015 9:40:00 AM"
0.783,1.084,"4/13/2015 9:40:00 AM"
0.789,1.086,"4/13/2015 9:40:00 AM"
0.85,1.088,"4/13/2015 9:40:00 AM"
0.961,1.194,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.007,1.273,"4/14/2015 9:00:00 AM"
1.014,1.303,"4/14/2015 9:00:00 AM"
1.014,1.303,"4/14/2015 9:00:00 AM"
1.084,1.38,"4/15/2015 9:00:00 AM"
1.122,1.391,"4/15/2015 9:00:00 AM"
1.199,1.511,"4/15/2015 9:00:00 AM"
1.199,1.511,"4/15/2015 9:00:00 AM"
1.054,1.311,"4/16/2015 9:00:00 AM"
1.209,1.476,"4/16/2015 9:00:00 AM"
1.272,1.574,"4/16/2015 9:00:00 AM"
1.284,1.572,"4/17/2015 9:00:00 AM"
1.271,1.549,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.246,1.489,"4/17/2015 9:00:00 AM"
1.399,1.772,"4/18/2015 10:45:00 AM"
1.399,1.772,"4/18/2015 10:45:00 AM"
1.144,1.36,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.403,1.721,"4/18/2015 9:00:00 AM"
1.697,2.331,"4/2/2015 12:30:00 PM"
0.837,1.196,"4/2/2015 3:05:00 PM"
1.311,1.805,"4/2/2015 9:00:00 AM"
1.563,1.855,"4/20/2015 9:00:00 AM"
1.567,1.951,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.461,1.802,"4/20/2015 9:00:00 AM"
1.69,2.047,"4/21/2015 2:10:00 PM"
1.69,2.047,"4/21/2015 2:10:00 PM"
1.804,2.189,"4/21/2015 2:10:00 PM"
0.487,0.567,"4/21/2015 3:00:00 PM"
0.487,0.567,"4/21/2015 3:00:00 PM"
0.58,0.684,"4/21/2015 3:00:00 PM"
1.382,1.608,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.655,2.006,"4/21/2015 9:00:00 AM"
1.785,2.169,"4/21/2015 9:00:00 AM"
1.785,2.169,"4/21/2015 9:00:00 AM"
0.526,0.66,"4/22/2015 9:00:00 AM"
0.526,0.66,"4/22/2015 9:00:00 AM"
0.886,1.087,"4/22/2015 9:00:00 AM"
0.632,0.799,"4/22/2015 9:00:00 AM"
1.2,1.495,"4/23/2015 3:30:00 PM"
0.624,0.821,"4/23/2015 9:30:00 AM"
0.624,0.821,"4/23/2015 9:30:00 AM"
0.734,0.998,"4/23/2015 9:30:00 AM"
1.525,1.802,"4/23/2015 9:30:00 AM"
0.962,1.299,"4/24/2015 9:00:00 AM"
0.829,1.074,"4/24/2015 9:00:00 AM"
1.023,1.22,"4/24/2015 9:30:00 AM"
1.023,1.301,"4/25/2015 9:30:00 AM"
1.023,1.301,"4/25/2015 9:30:00 AM"
1.204,1.586,"4/25/2015 9:30:00 AM"
1.441,1.765,"4/25/2015 9:30:00 AM"
1.224,1.551,"4/27/2015 9:00:00 AM"
1.224,1.551,"4/27/2015 9:00:00 AM"
1.366,1.771,"4/27/2015 9:00:00 AM"
1.529,1.929,"4/27/2015 9:00:00 AM"
1.276,1.612,"4/28/2015 9:00:00 AM"
1.276,1.612,"4/28/2015 9:00:00 AM"
1.411,1.82,"4/28/2015 9:00:00 AM"
2.235,2.908,"4/28/2015 9:00:00 AM"
1.347,1.689,"4/29/2015 9:00:00 AM"
1.347,1.689,"4/29/2015 9:00:00 AM"
1.5,1.898,"4/29/2015 9:00:00 AM"
1.371,1.695,"4/29/2015 9:00:00 AM"
1.132,1.555,"4/3/2015 9:00:00 AM"
1.36,1.661,"4/30/2015 2:20:00 PM"
1.36,1.661,"4/30/2015 2:20:00 PM"
1.7,2.113,"4/30/2015 2:20:00 PM"
0.372,0.442,"4/30/2015 3:20:00 PM"
0.372,0.442,"4/30/2015 3:20:00 PM"
0.372,0.442,"4/30/2015 3:20:00 PM"
0.477,0.576,"4/30/2015 3:20:00 PM"
0.477,0.576,"4/30/2015 3:20:00 PM"
1.389,1.714,"4/30/2015 9:00:00 AM"
1.389,1.714,"4/30/2015 9:00:00 AM"
1.483,1.795,"4/30/2015 9:00:00 AM"
1.563,1.975,"4/30/2015 9:00:00 AM"
0.856,1.15,"4/4/2015 9:00:00 AM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.07,0.077,"4/6/2015 3:30:00 PM"
0.081,0.09,"4/6/2015 3:30:00 PM"
0.081,0.09,"4/6/2015 3:30:00 PM"
0.92,1.168,"4/6/2015 9:00:00 AM"
0.627,0.746,"4/7/2015 10:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.072,0.083,"4/7/2015 9:00:00 AM"
0.083,0.096,"4/7/2015 9:00:00 AM"
0.083,0.096,"4/7/2015 9:00:00 AM"
1.349,1.638,"4/8/2015 3:00:00 PM"
1.311,1.625,"4/8/2015 9:00:00 AM"
0.087,0.103,"4/8/2015 9:00:00 AM"
0.092,0.108,"4/8/2015 9:00:00 AM"
0.092,0.108,"4/8/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.125,0.156,"4/9/2015 9:00:00 AM"
0.139,0.169,"4/9/2015 9:00:00 AM"
1.162,1.417,"4/9/2015 9:00:00 AM"
0.4,0.493,"5/1/2015 9:00:00 AM"
0.4,0.493,"5/1/2015 9:00:00 AM"
0.506,0.633,"5/1/2015 9:00:00 AM"
1.303,1.513,"5/11/2015 8:00:00 AM"
1.267,1.544,"5/11/2015 8:00:00 AM"
1.267,1.544,"5/11/2015 8:00:00 AM"
1.351,1.67,"5/12/2015 8:00:00 AM"
1.351,1.67,"5/12/2015 8:00:00 AM"
1.4,1.786,"5/13/2015 8:00:00 AM"
1.4,1.786,"5/13/2015 8:00:00 AM"
0.054,0.117,"5/18/2015 1:40:00 PM"
0.058,0.122,"5/18/2015 1:40:00 PM"
0.096,0.117,"5/19/2015 8:30:00 AM"
0.097,0.123,"5/19/2015 8:30:00 AM"
0.561,0.672,"5/2/2015 9:00:00 AM"
0.561,0.672,"5/2/2015 9:00:00 AM"
0.737,0.922,"5/2/2015 9:00:00 AM"
0.121,0.14,"5/20/2015 8:30:00 AM"
0.124,0.145,"5/20/2015 8:30:00 AM"
0.153,0.176,"5/21/2015 7:00:00 AM"
0.166,0.192,"5/21/2015 8:00:00 AM"
0.215,0.261,"5/22/2015 8:00:00 AM"
0.233,0.288,"5/22/2015 8:00:00 AM"
0.355,0.431,"5/23/2015 10:15:00 AM"
0.375,0.461,"5/23/2015 10:15:00 AM"
0.499,0.649,"5/24/2015 10:00:00 AM"
0.54,0.691,"5/24/2015 10:00:00 AM"
0.748,1.07,"5/26/2015 8:35:00 AM"
0.751,1.081,"5/26/2015 8:35:00 AM"
0.969,1.313,"5/27/2015 8:30:00 AM"
0.96,1.299,"5/27/2015 8:35:00 AM"
1.026,1.35,"5/28/2015 8:30:00 AM"
1.05,1.388,"5/28/2015 8:30:00 AM"
1.135,1.474,"5/29/2015 8:30:00 AM"
1.131,1.47,"5/29/2015 8:30:00 AM"
0.62,1.433,"5/30/2015 10:00:00 AM"
1.016,1.467,"5/30/2015 10:00:00 AM"
0.764,1.568,"5/31/2015 9:50:00 AM"
0.79,1.586,"5/31/2015 9:50:00 AM"
0.834,1.161,"5/4/2015 9:20:00 AM"
0.834,1.161,"5/4/2015 9:20:00 AM"
0.956,1.312,"5/4/2015 9:20:00 AM"
1.353,1.462,"5/6/2015 12:00:00 PM"
1.177,1.462,"5/6/2015 12:00:00 PM"
1.177,1.462,"5/6/2015 12:00:00 PM"
1.205,1.487,"5/7/2015 9:00:00 AM"
1.205,1.487,"5/7/2015 9:00:00 AM"
1.3,1.57,"5/7/2015 9:00:00 AM"
1.23,1.466,"5/8/2015 8:00:00 AM"
1.237,1.553,"5/8/2015 8:00:00 AM"
1.237,1.553,"5/8/2015 8:00:00 AM"
1.046,1.464,"6/1/2015 8:30:00 AM"
1.059,1.488,"6/1/2015 8:30:00 AM"
0.233,0.325,"6/10/2015 1:00:00 PM"
0.246,0.344,"6/10/2015 1:00:00 PM"
0.343,0.429,"6/10/2015 10:00:00 PM"
0.326,0.429,"6/10/2015 10:00:00 PM"
0.204,0.286,"6/10/2015 12:00:00 PM"
0.221,0.304,"6/10/2015 12:00:00 PM"
0.257,0.353,"6/10/2015 2:00:00 PM"
0.272,0.382,"6/10/2015 2:00:00 PM"
0.28,0.398,"6/10/2015 3:00:00 PM"
0.294,0.42,"6/10/2015 3:00:00 PM"
0.308,0.41,"6/10/2015 4:00:00 PM"
0.313,0.419,"6/10/2015 4:00:00 PM"
0.329,0.398,"6/10/2015 5:00:00 PM"
0.314,0.445,"6/10/2015 5:00:00 PM"
0.346,0.419,"6/10/2015 7:00:00 PM"
0.363,0.449,"6/10/2015 7:00:00 PM"
0.341,0.417,"6/10/2015 8:00:00 PM"
0.361,0.465,"6/10/2015 8:00:00 PM"
0.284,0.397,"6/10/2015 8:40:00 AM"
0.283,0.392,"6/10/2015 8:40:00 AM"
0.333,0.429,"6/10/2015 9:00:00 PM"
0.356,0.449,"6/10/2015 9:00:00 PM"
0.435,0.612,"6/11/2015 10:00:00 AM"
0.44,0.624,"6/11/2015 10:00:00 AM"
0.458,0.651,"6/11/2015 11:00:00 AM"
0.462,0.663,"6/11/2015 11:00:00 AM"
0.547,0.804,"6/11/2015 2:00:00 PM"
0.556,0.825,"6/11/2015 2:00:00 PM"
0.385,0.566,"6/11/2015 7:00:00 AM"
0.408,0.583,"6/11/2015 7:00:00 AM"
0.395,0.545,"6/11/2015 8:00:00 AM"
0.394,0.575,"6/11/2015 8:00:00 AM"
0.278,0.359,"6/11/2015 9:00:00 AM"
0.277,0.442,"6/11/2015 9:00:00 AM"
0.631,0.94,"6/12/2015 9:00:00 AM"
0.648,0.972,"6/12/2015 9:00:00 AM"
0.799,1.203,"6/13/2015 9:00:00 AM"
0.803,1.23,"6/13/2015 9:00:00 AM"
1.07,1.45,"6/15/2015 8:20:00 AM"
1.074,1.467,"6/15/2015 8:20:00 AM"
0.397,0.51,"6/16/2015 10:30:00 AM"
0.428,0.549,"6/16/2015 10:30:00 AM"
1.221,1.679,"6/16/2015 8:30:00 AM"
1.238,1.707,"6/16/2015 8:30:00 AM"
0.533,0.75,"6/17/2015 8:30:00 AM"
0.558,0.795,"6/17/2015 8:30:00 AM"
0.695,0.98,"6/18/2015 8:15:00 AM"
0.712,1.027,"6/18/2015 8:15:00 AM"
0.817,1.174,"6/19/2015 8:30:00 AM"
0.854,1.253,"6/19/2015 8:30:00 AM"
0.817,1.174,"6/19/2015 8:30:00 AM"
0.854,1.253,"6/19/2015 8:30:00 AM"
1.36,1.705,"6/2/2015 8:30:00 AM"
1.06,1.359,"6/20/2015 11:10:00 AM"
1.049,1.371,"6/20/2015 11:10:00 AM"
1.178,1.498,"6/22/2015 8:30:00 AM"
1.188,1.527,"6/22/2015 8:30:00 AM"
1.178,1.498,"6/22/2015 8:30:00 AM"
1.188,1.527,"6/22/2015 8:30:00 AM"
1.214,1.531,"6/23/2015 8:30:00 AM"
1.231,1.549,"6/23/2015 8:30:00 AM"
1.286,1.557,"6/24/2015 1:30:00 PM"
1.317,1.604,"6/24/2015 1:30:00 PM"
1.286,1.557,"6/24/2015 1:30:00 PM"
1.317,1.604,"6/24/2015 1:30:00 PM"
0.36,0.427,"6/24/2015 2:20:00 PM"
0.385,0.456,"6/24/2015 2:20:00 PM"
0.36,0.427,"6/24/2015 2:20:00 PM"
0.385,0.456,"6/24/2015 2:20:00 PM"
1.242,1.539,"6/24/2015 8:30:00 AM"
1.261,1.576,"6/24/2015 8:30:00 AM"
0.435,0.542,"6/25/2015 8:30:00 AM"
0.435,0.546,"6/25/2015 8:30:00 AM"
0.616,0.837,"6/26/2015 8:30:00 AM"
0.559,0.727,"6/26/2015 8:30:00 AM"
0.559,0.727,"6/26/2015 8:30:00 AM"
0.616,0.837,"6/26/2015 8:30:00 AM"
0.617,0.775,"6/27/2015 8:30:00 AM"
0.792,1.072,"6/27/2015 8:30:00 AM"
0.644,0.751,"6/29/2015 8:30:00 AM"
0.91,1.232,"6/29/2015 8:30:00 AM"
0.644,0.751,"6/29/2015 8:30:00 AM"
0.91,1.232,"6/29/2015 8:30:00 AM"
1.331,1.634,"6/3/2015 8:30:00 AM"
0.938,1.24,"6/30/2015 8:30:00 AM"
1.33,1.619,"6/4/2015 8:30:00 AM"
0.055,0.073,"6/8/2015 12:00:00 PM"
0.058,0.077,"6/8/2015 12:00:00 PM"
0.08,0.113,"6/9/2015 8:30:00 AM"
0.082,0.116,"6/9/2015 8:30:00 AM"
